paper_id,dblp_key,congress,level,area,year,window,title,reason
P0366263,conf/soda/LeeSZ21,SODA,A*,Teoría,2021,2021-2025,Quantum algorithms for graph problems with cut queries.,no_drops_title_match_or_no_volume
P0366266,conf/soda/Li21,SODA,A*,Teoría,2021,2021-2025,Towards PTAS for Precedence Constrained Scheduling via Combinatorial Algorithms.,no_drops_title_match_or_no_volume
P0366267,conf/soda/LiV21,SODA,A*,Teoría,2021,2021-2025,Estimating the Nash Social Welfare for coverage and other submodular valuations.,no_drops_title_match_or_no_volume
P0366268,conf/soda/Liu21,SODA,A*,Teoría,2021,2021-2025,Asymptotic dimension of minor-closed families and beyond.,no_drops_title_match_or_no_volume
P0366269,conf/soda/LiuLS21,SODA,A*,Teoría,2021,2021-2025,Optimal Contextual Pricing and Extensions.,no_drops_title_match_or_no_volume
P0366270,conf/soda/Lochet21,SODA,A*,Teoría,2021,2021-2025,A Polynomial Time Algorithm for the k-Disjoint Shortest Paths Problem.,no_drops_title_match_or_no_volume
P0366272,conf/soda/LokshtanovSZ21,SODA,A*,Teoría,2021,2021-2025,Efficient Computation of Representative Weight Functions with Applications to Parameterized Counting (Extended Version).,no_drops_title_match_or_no_volume
P0366274,conf/soda/MahankaliW21,SODA,A*,Teoría,2021,2021-2025,Optimal ℓ1 Column Subset Selection and a Fast PTAS for Low Rank Approximation.,no_drops_title_match_or_no_volume
P0366277,conf/soda/MitzenmacherS21,SODA,A*,Teoría,2021,2021-2025,Improved Sublinear Time Algorithm for Longest Increasing Subsequence.,no_drops_title_match_or_no_volume
P0366278,conf/soda/Molinaro21,SODA,A*,Teoría,2021,2021-2025,Robust Algorithms for Online Convex Problems via Primal-Dual.,no_drops_title_match_or_no_volume
P0366280,conf/soda/Morris21,SODA,A*,Teoría,2021,2021-2025,A tight condition for triangle factors in pseudorandom graphs.,no_drops_title_match_or_no_volume
P0366282,conf/soda/Narayanan21,SODA,A*,Teoría,2021,2021-2025,On Tolerant Distribution Testing in the Conditional Sampling Model.,no_drops_title_match_or_no_volume
P0366285,conf/soda/Nekrich21,SODA,A*,Teoría,2021,2021-2025,New Data Structures for Orthogonal Range Reporting and Range Minima Queries.,no_drops_title_match_or_no_volume
P0366288,conf/soda/NowickiO21,SODA,A*,Teoría,2021,2021-2025,Dynamic Graph Algorithms with Batch Updates in the Massively Parallel Computation Model.,no_drops_title_match_or_no_volume
P0366290,conf/soda/PengV21,SODA,A*,Teoría,2021,2021-2025,Solving Sparse Linear Systems Faster than Matrix Multiplication.,no_drops_title_match_or_no_volume
P0366292,conf/soda/Quanrud21,SODA,A*,Teoría,2021,2021-2025,Spectral Sparsification of Metrics and Kernels.,no_drops_title_match_or_no_volume
P0366295,conf/soda/RonR21,SODA,A*,Teoría,2021,2021-2025,Optimal Distribution-Free Sample-Based Testing of Subsequence-Freeness.,no_drops_title_match_or_no_volume
P0366300,conf/soda/Walzer21,SODA,A*,Teoría,2021,2021-2025,Peeling Close to the Orientability Threshold - Spatial Coupling in Hashing-Based Data Structures.,no_drops_title_match_or_no_volume
P0366301,conf/soda/Wang21,SODA,A*,Teoría,2021,2021-2025,Shortest Paths Among Obstacles in the Plane Revisited.,no_drops_title_match_or_no_volume
P0366302,conf/soda/X21,SODA,A*,Teoría,2021,2021-2025,Front Matter.,no_drops_title_match_or_no_volume
P0366392,conf/stacs/GawrychowskiKKM21,STACS,A,Teoría,2021,2021-2025,Efficiently Testing Simon's Congruence.,no_drops_title_match_or_no_volume
P0366418,conf/stacs/X21,STACS,A,Teoría,2021,2021-2025,"Front Matter, Table of Contents, Preface, Conference Organization.",no_drops_title_match_or_no_volume
P0366439,conf/stoc/AnariV21,STOC,A*,Teoría,2021,2021-2025,Log-concave polynomials in theory and applications (tutorial).,no_drops_title_match_or_no_volume
P0366509,conf/stoc/GuoR21,STOC,A*,Teoría,2021,2021-2025,Efficient list-decoding with constant alphabet and list sizes.,no_drops_title_match_or_no_volume
P0366647,conf/compgeom/BiswasMES21,SoCG,A*,Teoría,2021,2021-2025,Counting Cells of Order-k Voronoi Tessellations in ℝ³ with Morse Theory.,no_drops_title_match_or_no_volume
P0366672,conf/compgeom/Ghrist21,SoCG,A*,Teoría,2021,2021-2025,On Laplacians (Invited Talk).,no_drops_title_match_or_no_volume
P0366694,conf/compgeom/X21,SoCG,A*,Teoría,2021,2021-2025,"Front Matter, Table of Contents, Preface, Conference Organization.",no_drops_title_match_or_no_volume
P0372745,conf/alenex/0007ZYALS22,ALENEX,A,Teoría,2022,2021-2025,Efficient Access History for Race Detection.,no_drops_title_match_or_no_volume
P0372747,conf/alenex/BahrdtFMP22,ALENEX,A,Teoría,2022,2021-2025,Distance Closures: Unifying Search- and Lookup-based Shortest Path Speedup Techniques.,no_drops_title_match_or_no_volume
P0372748,conf/alenex/BerndtDJR22,ALENEX,A,Teoría,2022,2021-2025,Load Balancing: The Long Road from Theory to Practice.,no_drops_title_match_or_no_volume
P0372749,conf/alenex/BijuP22,ALENEX,A,Teoría,2022,2021-2025,Perturbation Analysis of Practical Algorithms for the Maximum Scatter Travelling Salesman Problem.,no_drops_title_match_or_no_volume
P0372750,conf/alenex/Blasius0SW22,ALENEX,A,Teoría,2022,2021-2025,An Efficient Branch-and-Bound Solver for Hitting Set.,no_drops_title_match_or_no_volume
P0372752,conf/alenex/CharfreitagJMM22,ALENEX,A,Teoría,2022,2021-2025,McSparse: Exact Solutions of Sparse Maximum Cut and Sparse Unconstrained Binary Quadratic Optimization Problems.,no_drops_title_match_or_no_volume
P0372755,conf/alenex/GasieniecSW22,ALENEX,A,Teoría,2022,2021-2025,Towards the 5/6-Density Conjecture of Pinwheel Scheduling.,no_drops_title_match_or_no_volume
P0372756,conf/alenex/GottesburenH0S22,ALENEX,A,Teoría,2022,2021-2025,Shared-Memory n-level Hypergraph Partitioning.,no_drops_title_match_or_no_volume
P0372757,conf/alenex/HenzingerN022,ALENEX,A,Teoría,2022,2021-2025,Practical Fully Dynamic Minimum Cut Algorithms.,no_drops_title_match_or_no_volume
P0372758,conf/alenex/PotthoffS22,ALENEX,A,Teoría,2022,2021-2025,Fast Multimodal Journey Planning for Three Criteria.,no_drops_title_match_or_no_volume
P0372759,conf/alenex/SchidlerS22,ALENEX,A,Teoría,2022,2021-2025,A SAT Approach to Twin-Width.,no_drops_title_match_or_no_volume
P0372760,conf/alenex/StrashT22,ALENEX,A,Teoría,2022,2021-2025,Effective Data Reduction for the Vertex Clique Cover Problem.,no_drops_title_match_or_no_volume
P0372761,conf/alenex/TayebiRA22,ALENEX,A,Teoría,2022,2021-2025,Learning to Prune Instances of k-median and Related Problems.,no_drops_title_match_or_no_volume
P0372762,conf/alenex/X22,ALENEX,A,Teoría,2022,2021-2025,Front Matter.,no_drops_title_match_or_no_volume
P0372816,conf/approx/SpielmanZ22,APPROX/RANDOM,A,Teoría,2022,2021-2025,Hardness Results for Weaver's Discrepancy Problem.,no_drops_title_match_or_no_volume
P0373769,conf/coco/Lyu22,CCC,A,Teoría,2022,2021-2025,Improved Pseudorandom Generators for AC⁰ Circuits.,no_drops_title_match_or_no_volume
P0373775,conf/coco/X22,CCC,A,Teoría,2022,2021-2025,"Front Matter, Table of Contents, Preface, Conference Organization.",no_drops_title_match_or_no_volume
P0375427,conf/colt/AbbeAM22,COLT,A*,Teoría,2022,2021-2025,The merged-staircase property: a necessary and nearly sufficient condition for SGD learning of sparse functions on two-layer neural networks.,no_drops_title_match_or_no_volume
P0375428,conf/colt/AcharyaCTS22,COLT,A*,Teoría,2022,2021-2025,The Role of Interactivity in Structured Estimation.,no_drops_title_match_or_no_volume
P0375429,conf/colt/AcharyaJKSZ22,COLT,A*,Teoría,2022,2021-2025,Robust Estimation for Random Graphs.,no_drops_title_match_or_no_volume
P0375430,conf/colt/AgarwalKP22,COLT,A*,Teoría,2022,2021-2025,A Sharp Memory-Regret Trade-off for Multi-Pass Streaming Bandits.,no_drops_title_match_or_no_volume
P0375431,conf/colt/AgarwalZ22,COLT,A*,Teoría,2022,2021-2025,Minimax Regret Optimization for Robust Machine Learning under Distribution Shift.,no_drops_title_match_or_no_volume
P0375432,conf/colt/AgarwalZ22a,COLT,A*,Teoría,2022,2021-2025,Non-Linear Reinforcement Learning in Large Action Spaces: Structural Conditions and Sample-efficiency of Posterior Sampling.,no_drops_title_match_or_no_volume
P0375433,conf/colt/AlacaogluM22,COLT,A*,Teoría,2022,2021-2025,Stochastic Variance Reduction for Variational Inequality Methods.,no_drops_title_match_or_no_volume
P0375434,conf/colt/AnariV22,COLT,A*,Teoría,2022,2021-2025,From Sampling to Optimization on Discrete Domains with Applications to Determinant Maximization.,no_drops_title_match_or_no_volume
P0375435,conf/colt/AshtianiL22,COLT,A*,Teoría,2022,2021-2025,Private and polynomial time algorithms for learning Gaussians and beyond.,no_drops_title_match_or_no_volume
P0375436,conf/colt/AssadiCLMW22,COLT,A*,Teoría,2022,2021-2025,Hierarchical Clustering in Graph Streams: Single-Pass Algorithms and Space Lower Bounds.,no_drops_title_match_or_no_volume
P0375437,conf/colt/AttiaK22,COLT,A*,Teoría,2022,2021-2025,Uniform Stability for First-Order Empirical Risk Minimization.,no_drops_title_match_or_no_volume
P0375438,conf/colt/Balasubramanian22,COLT,A*,Teoría,2022,2021-2025,Towards a Theory of Non-Log-Concave Sampling: First-Order Stationarity Guarantees for Langevin Monte Carlo.,no_drops_title_match_or_no_volume
P0375439,conf/colt/BalcanBHS22,COLT,A*,Teoría,2022,2021-2025,Robustly-reliable learners under poisoning attacks.,no_drops_title_match_or_no_volume
P0375440,conf/colt/BalkanskiHW22,COLT,A*,Teoría,2022,2021-2025,Learning Low Degree Hypergraphs.,no_drops_title_match_or_no_volume
P0375441,conf/colt/BartlettIW22,COLT,A*,Teoría,2022,2021-2025,Generalization Bounds for Data-Driven Numerical Linear Algebra.,no_drops_title_match_or_no_volume
P0375442,conf/colt/BellecS22,COLT,A*,Teoría,2022,2021-2025,Derivatives and residual distribution of regularized M-estimators with application to adaptive tuning.,no_drops_title_match_or_no_volume
P0375443,conf/colt/BergOS22,COLT,A*,Teoría,2022,2021-2025,On The Memory Complexity of Uniformity Testing.,no_drops_title_match_or_no_volume
P0375444,conf/colt/BeugnotMR22,COLT,A*,Teoría,2022,2021-2025,On the Benefits of Large Learning Rates for Kernel Methods.,no_drops_title_match_or_no_volume
P0375445,conf/colt/BlancLMT22,COLT,A*,Teoría,2022,2021-2025,On the power of adaptivity in statistical adversaries.,no_drops_title_match_or_no_volume
P0375446,conf/colt/Blanchard22,COLT,A*,Teoría,2022,2021-2025,Universal Online Learning: an Optimistically Universal Learning Rule.,no_drops_title_match_or_no_volume
P0375447,conf/colt/BlanchardC22,COLT,A*,Teoría,2022,2021-2025,Universal Online Learning with Bounded Loss: Reduction to Binary Classification.,no_drops_title_match_or_no_volume
P0375448,conf/colt/BlockDGR22,COLT,A*,Teoría,2022,2021-2025,Smoothed Online Learning is as Easy as Statistical Learning.,no_drops_title_match_or_no_volume
P0375449,conf/colt/BolthausenNSX22,COLT,A*,Teoría,2022,2021-2025,Gardner formula for Ising perceptron models at small densities.,no_drops_title_match_or_no_volume
P0375450,conf/colt/BoursierKF22,COLT,A*,Teoría,2022,2021-2025,Trace norm regularization for multi-task learning with scarce data.,no_drops_title_match_or_no_volume
P0375451,conf/colt/BousquetDKMMS22,COLT,A*,Teoría,2022,2021-2025,Monotone Learning.,no_drops_title_match_or_no_volume
P0375452,conf/colt/BranzeiL22,COLT,A*,Teoría,2022,2021-2025,The Query Complexity of Local Search and Brouwer in Rounds.,no_drops_title_match_or_no_volume
P0375453,conf/colt/BrownBS22,COLT,A*,Teoría,2022,2021-2025,Strong Memory Lower Bounds for Learning Natural Models.,no_drops_title_match_or_no_volume
P0375454,conf/colt/Buchholz22,COLT,A*,Teoría,2022,2021-2025,Kernel interpolation in Sobolev spaces is not consistent in low dimensions.,no_drops_title_match_or_no_volume
P0375455,conf/colt/BuzunSD22,COLT,A*,Teoría,2022,2021-2025,Strong Gaussian Approximation for the Sum of Random Vectors.,no_drops_title_match_or_no_volume
P0375456,conf/colt/CanonneJKL22,COLT,A*,Teoría,2022,2021-2025,The Price of Tolerance in Distribution Testing.,no_drops_title_match_or_no_volume
P0375457,conf/colt/CarmonH22,COLT,A*,Teoría,2022,2021-2025,Making SGD Parameter-Free.,no_drops_title_match_or_no_volume
P0375458,conf/colt/CasselCK22,COLT,A*,Teoría,2022,2021-2025,Efficient Online Linear Control with Stochastic Convex Costs and Unknown Dynamics.,no_drops_title_match_or_no_volume
P0375459,conf/colt/ChenCSW22,COLT,A*,Teoría,2022,2021-2025,Improved analysis for a proximal algorithm for sampling.,no_drops_title_match_or_no_volume
P0375460,conf/colt/ChenLO22,COLT,A*,Teoría,2022,2021-2025,Toward Instance-Optimal State Certification With Incoherent Measurements.,no_drops_title_match_or_no_volume
P0375461,conf/colt/ChenLR22,COLT,A*,Teoría,2022,2021-2025,Policy Optimization for Stochastic Shortest Path.,no_drops_title_match_or_no_volume
P0375462,conf/colt/Chend22,COLT,A*,Teoría,2022,2021-2025,On the well-spread property and its relation to linear regression.,no_drops_title_match_or_no_volume
P0375463,conf/colt/ChengDK22,COLT,A*,Teoría,2022,2021-2025,Memorize to generalize: on the necessity of interpolation in high dimensional linear regression.,no_drops_title_match_or_no_volume
P0375464,conf/colt/CherapanamjeriT22,COLT,A*,Teoría,2022,2021-2025,Optimal Mean Estimation without a Variance.,no_drops_title_match_or_no_volume
P0375465,conf/colt/ChewiELSZ22,COLT,A*,Teoría,2022,2021-2025,Analysis of Langevin Monte Carlo from Poincare to Log-Sobolev.,no_drops_title_match_or_no_volume
P0375466,conf/colt/ChewiGLGR22,COLT,A*,Teoría,2022,2021-2025,The query complexity of sampling from strongly log-concave distributions in one dimension.,no_drops_title_match_or_no_volume
P0375467,conf/colt/ChristiansonHW22,COLT,A*,Teoría,2022,2021-2025,Chasing Convex Bodies and Functions with Black-Box Advice.,no_drops_title_match_or_no_volume
P0375468,conf/colt/ClericoSDD22,COLT,A*,Teoría,2022,2021-2025,Chained generalisation bounds.,no_drops_title_match_or_no_volume
P0375469,conf/colt/Cohen-AddadMS22,COLT,A*,Teoría,2022,2021-2025,Community Recovery in the Degree-Heterogeneous Stochastic Block Model.,no_drops_title_match_or_no_volume
P0375470,conf/colt/CohenK22,COLT,A*,Teoría,2022,2021-2025,Learning with metric losses.,no_drops_title_match_or_no_volume
P0375471,conf/colt/Coja-OghlanGHWZ22,COLT,A*,Teoría,2022,2021-2025,Statistical and Computational Phase Transitions in Group Testing.,no_drops_title_match_or_no_volume
P0375472,conf/colt/CriscitielloB22,COLT,A*,Teoría,2022,2021-2025,"Negative curvature obstructs acceleration for strongly geodesically convex optimization, even with exact first-order oracles.",no_drops_title_match_or_no_volume
P0375473,conf/colt/DabagiaVP22,COLT,A*,Teoría,2022,2021-2025,Assemblies of neurons learn to classify well-separated distributions.,no_drops_title_match_or_no_volume
P0375474,conf/colt/DaganK22,COLT,A*,Teoría,2022,2021-2025,A bounded-noise mechanism for differential privacy.,no_drops_title_match_or_no_volume
P0375475,conf/colt/DaganKD22,COLT,A*,Teoría,2022,2021-2025,EM's Convergence in Gaussian Latent Tree Models.,no_drops_title_match_or_no_volume
P0375476,conf/colt/DamianLS22,COLT,A*,Teoría,2022,2021-2025,Neural Networks can Learn Representations with Gradient Descent.,no_drops_title_match_or_no_volume
P0375477,conf/colt/DiakonikolasK22,COLT,A*,Teoría,2022,2021-2025,Near-Optimal Statistical Query Hardness of Learning Halfspaces with Massart Noise.,no_drops_title_match_or_no_volume
P0375478,conf/colt/DiakonikolasK22a,COLT,A*,Teoría,2022,2021-2025,Non-Gaussian Component Analysis via Lattice Basis Reduction.,no_drops_title_match_or_no_volume
P0375479,conf/colt/DiakonikolasKKP22,COLT,A*,Teoría,2022,2021-2025,Robust Sparse Mean Estimation via Sum of Squares.,no_drops_title_match_or_no_volume
P0375480,conf/colt/DiakonikolasKS22,COLT,A*,Teoría,2022,2021-2025,Optimal SQ Lower Bounds for Robustly Learning Discrete Product Distributions and Ising Models.,no_drops_title_match_or_no_volume
P0375481,conf/colt/DiakonikolasKTZ22,COLT,A*,Teoría,2022,2021-2025,Learning a Single Neuron with Adversarial Label Noise via Gradient Descent.,no_drops_title_match_or_no_volume
P0375482,conf/colt/DingdLST22,COLT,A*,Teoría,2022,2021-2025,Fast algorithm for overcomplete order-3 tensor decomposition.,no_drops_title_match_or_no_volume
P0375483,conf/colt/Domingo-Enrich22,COLT,A*,Teoría,2022,2021-2025,Depth and Feature Learning are Provably Beneficial for Neural Network Discriminators.,no_drops_title_match_or_no_volume
P0375484,conf/colt/EfroniFMKL22,COLT,A*,Teoría,2022,2021-2025,Sample-Efficient Reinforcement Learning in the Presence of Exogenous Information.,no_drops_title_match_or_no_volume
P0375485,conf/colt/EvronMWSS22,COLT,A*,Teoría,2022,2021-2025,How catastrophic can catastrophic forgetting be in linear regression?,no_drops_title_match_or_no_volume
P0375486,conf/colt/FawTCMSW22,COLT,A*,Teoría,2022,2021-2025,The Power of Adaptivity in SGD: Self-Tuning Step Sizes with Unbounded Gradients and Affine Variance.,no_drops_title_match_or_no_volume
P0375487,conf/colt/FosterKSX22,COLT,A*,Teoría,2022,2021-2025,Offline Reinforcement Learning: Fundamental Barriers for Value Function Approximation.,no_drops_title_match_or_no_volume
P0375488,conf/colt/FreiCB22,COLT,A*,Teoría,2022,2021-2025,Benign Overfitting without Linearity: Neural Network Classifiers Trained by Gradient Descent for Noisy Linear Data.,no_drops_title_match_or_no_volume
P0375489,conf/colt/FreundLW22,COLT,A*,Teoría,2022,2021-2025,Efficient decentralized multi-agent learning in asymmetric queuing systems.,no_drops_title_match_or_no_volume
P0375490,conf/colt/GamlathLNS22,COLT,A*,Teoría,2022,2021-2025,Approximate Cluster Recovery from Noisy Labels.,no_drops_title_match_or_no_volume
P0375491,conf/colt/GarberK22,COLT,A*,Teoría,2022,2021-2025,New Projection-free Algorithms for Online Convex Optimization with Adaptive Regret Guarantees.,no_drops_title_match_or_no_volume
P0375492,conf/colt/GaudioRS22,COLT,A*,Teoría,2022,2021-2025,Exact Community Recovery in Correlated Stochastic Block Models.,no_drops_title_match_or_no_volume
P0375493,conf/colt/GolowichM22,COLT,A*,Teoría,2022,2021-2025,Can Q-learning be Improved with Advice?,no_drops_title_match_or_no_volume
P0375494,conf/colt/GopalanKSZ22,COLT,A*,Teoría,2022,2021-2025,Low-Degree Multicalibration.,no_drops_title_match_or_no_volume
P0375495,conf/colt/GopiLL22,COLT,A*,Teoría,2022,2021-2025,Private Convex Optimization via Exponential Mechanism.,no_drops_title_match_or_no_volume
P0375496,conf/colt/GrigorescuJWX22,COLT,A*,Teoría,2022,2021-2025,Hardness of Maximum Likelihood Learning of DPPs.,no_drops_title_match_or_no_volume
P0375497,conf/colt/GuoHLR22,COLT,A*,Teoría,2022,2021-2025,Online Learning to Transport via the Minimal Selection Principle.,no_drops_title_match_or_no_volume
P0375498,conf/colt/GuptaP22,COLT,A*,Teoría,2022,2021-2025,Sharp Constants in Uniformity Testing via the Huber Statistic.,no_drops_title_match_or_no_volume
P0375499,conf/colt/GuptaR22,COLT,A*,Teoría,2022,2021-2025,Faster online calibration without randomization: interval forecasts and the power of two choices.,no_drops_title_match_or_no_volume
P0375500,conf/colt/Hahn-KlimrothM22,COLT,A*,Teoría,2022,2021-2025,Near optimal efficient decoding from pooled data.,no_drops_title_match_or_no_volume
P0375501,conf/colt/HopkinsKLM22,COLT,A*,Teoría,2022,2021-2025,Realizable Learning is All You Need.,no_drops_title_match_or_no_volume
P0375502,conf/colt/HsuSSV22,COLT,A*,Teoría,2022,2021-2025,Near-Optimal Statistical Query Lower Bounds for Agnostically Learning Intersections of Halfspaces with Gaussian Marginals.,no_drops_title_match_or_no_volume
P0375503,conf/colt/HuangCT22,COLT,A*,Teoría,2022,2021-2025,Towards Optimal Algorithms for Multi-Player Bandits without Collision Sensing Information.,no_drops_title_match_or_no_volume
P0375504,conf/colt/ItoTH22,COLT,A*,Teoría,2022,2021-2025,Adversarially Robust Multi-Armed Bandit Algorithm with Variance-Dependent Regret Bounds.,no_drops_title_match_or_no_volume
P0375505,conf/colt/JacobsenC22,COLT,A*,Teoría,2022,2021-2025,Parameter-free Mirror Descent.,no_drops_title_match_or_no_volume
P0375506,conf/colt/JagadeesanRG22,COLT,A*,Teoría,2022,2021-2025,Inductive Bias of Multi-Channel Linear Convolutional Networks with Bounded Weight Norm.,no_drops_title_match_or_no_volume
P0375507,conf/colt/JinS22,COLT,A*,Teoría,2022,2021-2025,Understanding Riemannian Acceleration via a Proximal Extragradient Framework.,no_drops_title_match_or_no_volume
P0375508,conf/colt/JinST22,COLT,A*,Teoría,2022,2021-2025,Sharper Rates for Separable Minimax and Finite Sum Optimization via Primal-Dual Extragradient Methods.,no_drops_title_match_or_no_volume
P0375509,conf/colt/KamathMSSU22,COLT,A*,Teoría,2022,2021-2025,A Private and Computationally-Efficient Estimator for Unbounded Gaussians.,no_drops_title_match_or_no_volume
P0375510,conf/colt/KaneLLM22,COLT,A*,Teoría,2022,2021-2025,Computational-Statistical Gap in Reinforcement Learning.,no_drops_title_match_or_no_volume
P0375511,conf/colt/KarginLAAH22,COLT,A*,Teoría,2022,2021-2025,Thompson Sampling Achieves $\tilde{O}(\sqrt{T})$ Regret in Linear Quadratic Control.,no_drops_title_match_or_no_volume
P0375512,conf/colt/KarimiHMK22,COLT,A*,Teoría,2022,2021-2025,The Dynamics of Riemannian Robbins-Monro Algorithms.,no_drops_title_match_or_no_volume
P0375513,conf/colt/KelnerMSSVY22,COLT,A*,Teoría,2022,2021-2025,Big-Step-Little-Step: Efficient Gradient Methods for Objectives with Multiple Scales.,no_drops_title_match_or_no_volume
P0375514,conf/colt/Klukowski22,COLT,A*,Teoría,2022,2021-2025,Rate of Convergence of Polynomial Networks to Gaussian Processes.,no_drops_title_match_or_no_volume
P0375515,conf/colt/KoehlerLR22,COLT,A*,Teoría,2022,2021-2025,Sampling Approximately Low-Rank Ising Models: MCMC meets Variational Methods.,no_drops_title_match_or_no_volume
P0375516,conf/colt/KothariMV22,COLT,A*,Teoría,2022,2021-2025,Private Robust Estimation by Stabilizing Convex Relaxations.,no_drops_title_match_or_no_volume
P0375517,conf/colt/KurP22,COLT,A*,Teoría,2022,2021-2025,An Efficient Minimax Optimal Estimator For Multivariate Convex Regression.,no_drops_title_match_or_no_volume
P0375518,conf/colt/Lattimore22,COLT,A*,Teoría,2022,2021-2025,Minimax Regret for Partial Monitoring: Infinite Outcomes and Rustichini's Regret.,no_drops_title_match_or_no_volume
P0375519,conf/colt/LemePS22,COLT,A*,Teoría,2022,2021-2025,Corruption-Robust Contextual Search through Density Updates.,no_drops_title_match_or_no_volume
P0375520,conf/colt/LiLCZ22,COLT,A*,Teoría,2022,2021-2025,Statistical Estimation and Online Inference via Local SGD.,no_drops_title_match_or_no_volume
P0375521,conf/colt/LiMWJ22,COLT,A*,Teoría,2022,2021-2025,ROOT-SGD: Sharp Nonasymptotics and Asymptotic Efficiency in a Single Algorithm.,no_drops_title_match_or_no_volume
P0375522,conf/colt/Liu22,COLT,A*,Teoría,2022,2021-2025,Better Private Algorithms for Correlation Clustering.,no_drops_title_match_or_no_volume
P0375523,conf/colt/LiuCH22,COLT,A*,Teoría,2022,2021-2025,Orthogonal Statistical Learning with Self-Concordant Loss.,no_drops_title_match_or_no_volume
P0375524,conf/colt/LiuCSJ22,COLT,A*,Teoría,2022,2021-2025,When Is Partially Observable Reinforcement Learning Not Scary?,no_drops_title_match_or_no_volume
P0375525,conf/colt/LiuKO22,COLT,A*,Teoría,2022,2021-2025,Differential privacy and robust statistics in high dimensions.,no_drops_title_match_or_no_volume
P0375526,conf/colt/LiuM22,COLT,A*,Teoría,2022,2021-2025,Tight query complexity bounds for learning graph partitions.,no_drops_title_match_or_no_volume
P0375527,conf/colt/LiuM22a,COLT,A*,Teoría,2022,2021-2025,Learning GMMs with Nearly Optimal Robustness Guarantees.,no_drops_title_match_or_no_volume
P0375528,conf/colt/LiuS22,COLT,A*,Teoría,2022,2021-2025,The Pareto Frontier of Instance-Dependent Guarantees in Multi-Player Multi-Armed Bandits with no Communication.,no_drops_title_match_or_no_volume
P0375529,conf/colt/LiuY22,COLT,A*,Teoría,2022,2021-2025,On Almost Sure Convergence Rates of Stochastic Gradient Methods.,no_drops_title_match_or_no_volume
P0375530,conf/colt/LugosiN22,COLT,A*,Teoría,2022,2021-2025,Generalization Bounds via Convex Analysis.,no_drops_title_match_or_no_volume
P0375531,conf/colt/LuoZZ22,COLT,A*,Teoría,2022,2021-2025,Adaptive Bandit Convex Optimization with Heterogeneous Curvature.,no_drops_title_match_or_no_volume
P0375532,conf/colt/LuoZZZ22,COLT,A*,Teoría,2022,2021-2025,Corralling a Larger Band of Bandits: A Case Study on Switching Regret for Linear Bandits.,no_drops_title_match_or_no_volume
P0375533,conf/colt/MakarychevMO22,COLT,A*,Teoría,2022,2021-2025,Streaming Algorithms for Ellipsoidal Approximation of Convex Polytopes.,no_drops_title_match_or_no_volume
P0375534,conf/colt/MalikLS22,COLT,A*,Teoría,2022,2021-2025,Complete Policy Regret Bounds for Tallying Bandits.,no_drops_title_match_or_no_volume
P0375535,conf/colt/MangoubiWKTV22,COLT,A*,Teoría,2022,2021-2025,Private Matrix Approximation and Geometry of Unitary Orbits.,no_drops_title_match_or_no_volume
P0375536,conf/colt/MansourMSS22,COLT,A*,Teoría,2022,2021-2025,Strategizing against Learners in Bayesian Games.,no_drops_title_match_or_no_volume
P0375537,conf/colt/MarsdenSSV22,COLT,A*,Teoría,2022,2021-2025,Efficient Convex Optimization Requires Superlinear Memory.,no_drops_title_match_or_no_volume
P0375538,conf/colt/MayoHE22,COLT,A*,Teoría,2022,2021-2025,Scale-free Unconstrained Online Learning for Curved Losses.,no_drops_title_match_or_no_volume
P0375539,conf/colt/Mhammedi22,COLT,A*,Teoría,2022,2021-2025,Efficient Projection-Free Online Convex Optimization with Membership Oracle.,no_drops_title_match_or_no_volume
P0375540,conf/colt/MhammediR22,COLT,A*,Teoría,2022,2021-2025,Damped Online Newton Step for Portfolio Selection.,no_drops_title_match_or_no_volume
P0375541,conf/colt/MilneN22,COLT,A*,Teoría,2022,2021-2025,Wasserstein GANs with Gradient Penalty Compute Congested Transport.,no_drops_title_match_or_no_volume
P0375542,conf/colt/MontanariS22,COLT,A*,Teoría,2022,2021-2025,Universality of empirical risk minimization.,no_drops_title_match_or_no_volume
P0375543,conf/colt/MouPWB22,COLT,A*,Teoría,2022,2021-2025,Optimal and instance-dependent guarantees for Markovian linear stochastic approximation.,no_drops_title_match_or_no_volume
P0375544,conf/colt/MuzellecSMS22,COLT,A*,Teoría,2022,2021-2025,Dimension-free convergence rates for gradient Langevin dynamics in RKHS.,no_drops_title_match_or_no_volume
P0375545,conf/colt/Narayanan22,COLT,A*,Teoría,2022,2021-2025,Private High-Dimensional Hypothesis Testing.,no_drops_title_match_or_no_volume
P0375546,conf/colt/NasserT22,COLT,A*,Teoría,2022,2021-2025,Optimal SQ Lower Bounds for Learning Halfspaces with Massart Noise.,no_drops_title_match_or_no_volume
P0375547,conf/colt/NueveFF22,COLT,A*,Teoría,2022,2021-2025,The Structured Abstain Problem and the Lovász Hinge.,no_drops_title_match_or_no_volume
P0375548,conf/colt/PiaMT22,COLT,A*,Teoría,2022,2021-2025,Clustering with Queries under Semi-Random Noise.,no_drops_title_match_or_no_volume
P0375549,conf/colt/Pillaud-VivienR22,COLT,A*,Teoría,2022,2021-2025,Label noise (stochastic) gradient descent implicitly solves the Lasso for quadratic parametrisation.,no_drops_title_match_or_no_volume
