venue,conference_name,core_year,level,level_in_file,ranking_version_in_file,source_file,source_venue_col,undifferentiated_2010
SODA,ACM/SIAM Symposium on Discrete Algorithms,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
CRYPTO,Advances in Cryptology,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ACL,Association for Computational Linguistics,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
CAV,Computer Aided Verification,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
UAI,Conference in Uncertainty in Artificial Intelligence,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
COLT,Conference on Learning Theory,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
DCC,Data Compression Conference,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
FOGA,Foundations of Genetic Algorithms,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
IEEE InfoVis,IEEE Information Visualization Conference,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
INFOCOM,IEEE International Conference on Computer Communications,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ICCV,IEEE International Conference on Computer Vision,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ICDM,IEEE International Conference on Data Mining,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ISWC,IEEE International Symposium on Wearable Computers,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
FOCS,IEEE Symposium on Foundations of Computer Science,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
LICS,IEEE Symposium on Logic in Computer Science,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
SP,IEEE Symposium on Security and Privacy,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
IPSN,Information Processing in Sensor Networks,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ICAPS,International Conference on Automated Planning and Scheduling,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ICDE,International Conference on Data Engineering,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ICFP,International Conference on Functional Programming,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
CHI,International Conference on Human Factors in Computing Systems,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ICIS,International Conference on Information Systems,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ICML,International Conference on Machine Learning,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ICSE,International Conference on Software Engineering,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
VLDB,International Conference on Very Large Databases,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
IJCAI,International Joint Conference on Artificial Intelligence,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
IJCAR,International Joint Conference on Automated Reasoning,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
HPCA,International Symposium on High Performance Computer Architecture,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
ISSAC,International Symposium on Symbolic and Algebraic Computation,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
WWW,International World Wide Web Conference,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
SIGMETRICS,Measurement and Modeling of Computer Systems,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
AAAI,National Conference of the American Association for Artificial Intelligence,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
RTSS,Real Time Systems Symposium,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
RSS,Robotics: Science and Systems,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
NDSS,Usenix Network and Distributed System Security Symposium,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
USENIX-Security,Usenix Security Symposium,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2018,A*,A*,CORE2018,COREAstar-2018.csv,2,False
CSCW,ACM Conference on Computer Supported Cooperative Work,2020,A,A,CORE2020,COREA-2020.csv,2,False
CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,2020,A,A,CORE2020,COREA-2020.csv,2,False
CIKM,ACM International Conference on Information and Knowledge Management,2020,A,A,CORE2020,COREA-2020.csv,2,False
ISS,ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),2020,A,A,CORE2020,COREA-2020.csv,2,False
ICS,ACM International Conference on Supercomputing,2020,A,A,CORE2020,COREA-2020.csv,2,False
HPDC,ACM International Symposium on High Performance Distributed Computing,2020,A,A,CORE2020,COREA-2020.csv,2,False
LCTES,"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",2020,A,A,CORE2020,COREA-2020.csv,2,False
SIGCSE,ACM Special Interest Group on Computer Science Education Conference,2020,A,A,CORE2020,COREA-2020.csv,2,False
MOBIHOC,ACM Symposium on Mobile Ad Hoc Networking and Computing,2020,A,A,CORE2020,COREA-2020.csv,2,False
UIST,ACM Symposium on User Interface Software and Technology,2020,A,A,CORE2020,COREA-2020.csv,2,False
VRST,ACM Virtual Reality Software and Technology,2020,A,A,CORE2020,COREA-2020.csv,2,False
MSWIM,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",2020,A,A,CORE2020,COREA-2020.csv,2,False
Middleware,ACM/IFIP/USENIX International Middleware Conference,2020,A,A,CORE2020,COREA-2020.csv,2,False
AiML,Advances in Modal Logic,2020,A,A,CORE2020,COREA-2020.csv,2,False
ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education,2020,A,A,CORE2020,COREA-2020.csv,2,False
CogSci,Annual Meeting of the Cognitive Science Society,2020,A,A,CORE2020,COREA-2020.csv,2,False
ASE,Automated Software Engineering Conference,2020,A,A,CORE2020,COREA-2020.csv,2,False
CSCL,Computer Supported Collaborative Learning,2020,A,A,CORE2020,COREA-2020.csv,2,False
CoNLL,Conference on Computational Natural Language Learning,2020,A,A,CORE2020,COREA-2020.csv,2,False
FAST,Conference on File and Storage Technologies,2020,A,A,CORE2020,COREA-2020.csv,2,False
CIDR,Conference on Innovative Data Systems Research,2020,A,A,CORE2020,COREA-2020.csv,2,False
IPCO,Conference on Integer Programming and Combinatorial Optimization,2020,A,A,CORE2020,COREA-2020.csv,2,False
ITP,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",2020,A,A,CORE2020,COREA-2020.csv,2,False
EMNLP,Empirical Methods in Natural Language Processing,2020,A,A,CORE2020,COREA-2020.csv,2,False
ECRTS,Euromicro Conference on Real-Time Systems,2020,A,A,CORE2020,COREA-2020.csv,2,False
EACL,European Association for Computational Linguistics,2020,A,A,CORE2020,COREA-2020.csv,2,False
ECAI,European Conference on Artificial Intelligence,2020,A,A,CORE2020,COREA-2020.csv,2,False
ECCV,European Conference on Computer Vision,2020,A,A,CORE2020,COREA-2020.csv,2,False
ECIR,European Conference on Information Retrieval,2020,A,A,CORE2020,COREA-2020.csv,2,False
ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),2020,A,A,CORE2020,COREA-2020.csv,2,False
ECOOP,European Conference on Object-Oriented Programming,2020,A,A,CORE2020,COREA-2020.csv,2,False
ECSA,European Conference on Software Architecture,2020,A,A,CORE2020,COREA-2020.csv,2,False
ESA,European Symposium on Algorithms,2020,A,A,CORE2020,COREA-2020.csv,2,False
ESOP,European Symposium on Programming,2020,A,A,CORE2020,COREA-2020.csv,2,False
ESORICS,European Symposium On Research In Computer Security,2020,A,A,CORE2020,COREA-2020.csv,2,False
EuroSys,Eurosys Conference,2020,A,A,CORE2020,COREA-2020.csv,2,False
ESWC,Extended Semantic Web Conference (was European Semantic Web Conference),2020,A,A,CORE2020,COREA-2020.csv,2,False
EDBT,Extending Database Technology,2020,A,A,CORE2020,COREA-2020.csv,2,False
FOSSACS,Foundations of Software Science and Computational Structures,2020,A,A,CORE2020,COREA-2020.csv,2,False
GECCO,Genetic and Evolutionary Computations,2020,A,A,CORE2020,COREA-2020.csv,2,False
GD,Graph Drawing,2020,A,A,CORE2020,COREA-2020.csv,2,False
CSF,IEEE Computer Security Foundations Symposium (was CSFW),2020,A,A,CORE2020,COREA-2020.csv,2,False
CCC,IEEE Conference on Computational Complexity,2020,A,A,CORE2020,COREA-2020.csv,2,False
LCN,IEEE Conference on Local Computer Networks,2020,A,A,CORE2020,COREA-2020.csv,2,False
VR,IEEE Conference on Virtual Reality and 3D User Interfaces,2020,A,A,CORE2020,COREA-2020.csv,2,False
CLUSTER,IEEE International Conference on Cluster Computing,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICDAR,IEEE International Conference on Document Analysis and Recognition,2020,A,A,CORE2020,COREA-2020.csv,2,False
e-Science,IEEE International Conference on e-Science and Grid Computing,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICECCS,IEEE International Conference on Engineering of Complex Computer Systems,2020,A,A,CORE2020,COREA-2020.csv,2,False
FUZZ-IEEE,IEEE International Conference on Fuzzy Systems,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICSME,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",2020,A,A,CORE2020,COREA-2020.csv,2,False
IEEE SSE,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),2020,A,A,CORE2020,COREA-2020.csv,2,False
ICWS,IEEE International Conference on Web Services,2020,A,A,CORE2020,COREA-2020.csv,2,False
IJCNN,IEEE International Joint Conference on Neural Networks,2020,A,A,CORE2020,COREA-2020.csv,2,False
IPDPS,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),2020,A,A,CORE2020,COREA-2020.csv,2,False
RE,IEEE International Requirements Engineering Conference,2020,A,A,CORE2020,COREA-2020.csv,2,False
WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",2020,A,A,CORE2020,COREA-2020.csv,2,False
IEEE Alife,IEEE International Symposium on Artificial Life,2020,A,A,CORE2020,COREA-2020.csv,2,False
CCGRID,"IEEE International Symposium on Cluster, Cloud and Grid Computing",2020,A,A,CORE2020,COREA-2020.csv,2,False
NCA,IEEE International Symposium on Network Computing and Applications,2020,A,A,CORE2020,COREA-2020.csv,2,False
MSR,IEEE International Working Conference on Mining Software Repositories,2020,A,A,CORE2020,COREA-2020.csv,2,False
RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,2020,A,A,CORE2020,COREA-2020.csv,2,False
FCCM,IEEE Symposium on Field Programmable Custom Computing Machines,2020,A,A,CORE2020,COREA-2020.csv,2,False
IEEE VIS,IEEE Visualization,2020,A,A,CORE2020,COREA-2020.csv,2,False
WACV,IEEE Workshop on Applications of Computer Vision,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,2020,A,A,CORE2020,COREA-2020.csv,2,False
DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,2020,A,A,CORE2020,COREA-2020.csv,2,False
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,2020,A,A,CORE2020,COREA-2020.csv,2,False
Networking,IFIP International Conference on Networking,2020,A,A,CORE2020,COREA-2020.csv,2,False
PERFORMANCE,"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",2020,A,A,CORE2020,COREA-2020.csv,2,False
Interact,IFIP TC13 Conference on Human-Computer Interaction,2020,A,A,CORE2020,COREA-2020.csv,2,False
ITCS,Innovations in Theoretical Computer Science,2020,A,A,CORE2020,COREA-2020.csv,2,False
IDA,Intelligent Data Analysis,2020,A,A,CORE2020,COREA-2020.csv,2,False
ISMB,Intelligent Systems in Molecular Biology,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICALP,International Colloquium on Automata Languages and Programming,2020,A,A,CORE2020,COREA-2020.csv,2,False
SC,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",2020,A,A,CORE2020,COREA-2020.csv,2,False
BPM,International Conference in Business Process Management,2020,A,A,CORE2020,COREA-2020.csv,2,False
CaiSE,International Conference on Advanced Information Systems Engineering,2020,A,A,CORE2020,COREA-2020.csv,2,False
AISTATS,International Conference on Artificial Intelligence and Statistics,2020,A,A,CORE2020,COREA-2020.csv,2,False
AIED,International Conference on Artificial Intelligence in Education,2020,A,A,CORE2020,COREA-2020.csv,2,False
CADE,International Conference on Automated Deduction,2020,A,A,CORE2020,COREA-2020.csv,2,False
CC,International Conference on Compiler Construction,2020,A,A,CORE2020,COREA-2020.csv,2,False
CASES,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",2020,A,A,CORE2020,COREA-2020.csv,2,False
COLING,International Conference on Computational Linguistics,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICCS,International Conference on Computational Science,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICCCN,International Conference on Computer Communication and Networks,2020,A,A,CORE2020,COREA-2020.csv,2,False
ER,International Conference on Conceptual Modelling,2020,A,A,CORE2020,COREA-2020.csv,2,False
CONCUR,International Conference on Concurrency Theory,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICARCV,"International Conference on Control, Automation, Robotics and Vision",2020,A,A,CORE2020,COREA-2020.csv,2,False
CoopIS,International Conference on Cooperative Information Systems,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICDT,International Conference on Database Theory,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICDCS,International Conference on Distributed Computing Systems,2020,A,A,CORE2020,COREA-2020.csv,2,False
EMSOFT,International Conference on Embedded Software,2020,A,A,CORE2020,COREA-2020.csv,2,False
EWSN,International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),2020,A,A,CORE2020,COREA-2020.csv,2,False
EASE,International Conference on Evaluation and Assessment in Software Engineering,2020,A,A,CORE2020,COREA-2020.csv,2,False
FOIS,International Conference on Formal Ontology in Information Systems,2020,A,A,CORE2020,COREA-2020.csv,2,False
ITS,International Conference on Intelligent Tutoring Systems,2020,A,A,CORE2020,COREA-2020.csv,2,False
IUI,International Conference on Intelligent User Interfaces,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICLP,International Conference on Logic Programming,2020,A,A,CORE2020,COREA-2020.csv,2,False
LPNMR,International Conference on Logic Programming and Non-monotonic Reasoning,2020,A,A,CORE2020,COREA-2020.csv,2,False
Mobiquitous,International Conference on Mobile and Ubiquitous Systems: Networks and Services,2020,A,A,CORE2020,COREA-2020.csv,2,False
MODELS,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",2020,A,A,CORE2020,COREA-2020.csv,2,False
ICNP,International Conference on Network Protocols,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICONIP,International Conference on Neural Information Processing,2020,A,A,CORE2020,COREA-2020.csv,2,False
PACT,International Conference on Parallel Architecture and Compilation Techniques,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICPP,International Conference on Parallel Processing,2020,A,A,CORE2020,COREA-2020.csv,2,False
CP,International Conference on Principles and Practice of Constraint Programming,2020,A,A,CORE2020,COREA-2020.csv,2,False
SSDBM,International Conference on Scientific and Statistical Data Base Management,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICSOC,International Conference on Service Oriented Computing,2020,A,A,CORE2020,COREA-2020.csv,2,False
ICSSP,International Conference on Software and System Processes (was ICSP prior to 2011),2020,A,A,CORE2020,COREA-2020.csv,2,False
